Sl_No,GEMS_ID    W,STATE,DISTRICT,BLOCK,LOCATION,LONGITUDE,LATITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U_ppb_
11543,W124159076035201,Karnataka,HASSAN,Arakalgad,Kaniyar,76.0514,12.6997,2022,8.48,660,30,172,53,28,29.1,2.58,162,42,13,37,51.5,0.22,,,0
11544,W125330076044501,Karnataka,HASSAN,Hassan,Kattaya,76.0792,12.8917,2022,8.25,750,0,246,50,40,40.2,0.01,167,34,19,94.2,5.3,0.53,,,1
11545,W125808075494501,Karnataka,HASSAN,Manjarabad,Kelagadale,75.8178,12.9689,2022,7.82,170,0,68,18,2,0.3,0,35,8,4,16.2,7,0.07,,,1
11546,W125130075513002,Karnataka,HASSAN,Alur,Kenchammana Hoskote,75.8508,12.8583,2022,7.7,210,0,92,14,4,0,0,86,18,10,3.1,9.7,0.2,,,0
11547,W123454076102801,Karnataka,HASSAN,Arakalgad,Keralapura,76.1672,12.5817,2022,8.5,680,15,227,53,21,32.5,1.05,207,38,27,42.8,24.1,0.13,,,0
11548,W125249075460001,Karnataka,HASSAN,Manjarabad,Kunigal,75.7667,12.8803,2022,8.34,797,21,67.1,42.5,230.4,30,0,150,32,17,119.6,18.5,0.46,,,0
11549,W130258076205101,Karnataka,HASSAN,Hassan,Kuppalli,76.3475,13.0494,2022,7.91,1040,0,276,124,78,44.3,0,359,57,52,54.3,9.3,0.08,,,0
11550,W123930076111501,Karnataka,HASSAN,Holenarsipur,Kuppe,76.1836,12.6583,2022,7.93,1460,0,282,255,98,43.2,0.01,424,65,63,110.8,7.8,0.23,,,2
11551,W130140075534501,Karnataka,HASSAN,Alur,Lakkamanahalli,75.8844,13.0278,2022,8.1,670,0,227,57,30,40.6,0,222,51,23,35.9,21.8,0.13,,,2
11552,W125340076305701,Karnataka,HASSAN,Channarayapatana,Mallenahalli,76.5014,12.8944,2022,7.99,1200,0,264,50,282,17.6,0.01,444,67,67,48.4,19.5,0.19,,,1
11553,W124513076040901,Karnataka,HASSAN,Arakalgad,Matchegowdanahalli,76.0667,12.7536,2022,8.05,1090,0,276,152,64,43,0,414,42,74,48.7,7.7,0.17,,,0
11554,W124850076125001,Karnataka,HASSAN,Holenarsipur,Mudalahippe,76.2014,12.8139,2022,8.96,2010,63,688,128,81,42.1,5.38,323,51,47,67.9,430.3,0.25,,,14
11555,W131132076111601,Karnataka,HASSAN,Arsikere,Mududi,76.1836,13.1922,2022,8.58,2590,36,645,326,176,43,1.22,470,55,80,196.4,212.8,0.42,,,3
11556,W123646076063501,Karnataka,HASSAN,Arakalgad,Mula hosahalli,76.1008,12.6128,2022,7.99,2600,0,276,510,240,22.8,0.04,737,46,149,255.7,11.3,0.18,,,1
11557,W130540076283001,Karnataka,HASSAN,Channarayapatana,Navile,76.4675,13.0833,2022,8.88,1548,36,414.8,106.4,201.6,40.5,0,120,8,24.3,197.8,220.1,0.46,,,6
11558,W125132076094501,Karnataka,HASSAN,Hassan,Naymanahalli,76.1625,12.8589,2022,8.65,710,21,246,53,34,0,0.22,237,46,29,49.1,4.3,1.2,,,113
11559,W130041076283301,Karnataka,HASSAN,Channarayapatana,Nuggehalli,76.4675,13.0003,2022,8.65,1690,27,393,221.9,107,40.1,0.09,369,30,70,185,62.7,0.49,,,0
11560,W125541076032501,Karnataka,HASSAN,Hassan,Parsanahalli,76.0569,12.9281,2022,8.8,1050,42,301,67,56,31.2,1.55,308,55,41,40.9,100.9,0.61,,,13
11561,W123638076051701,Karnataka,HASSAN,Arakalgad,Ramanathapura,76.0881,12.6106,2022,8.05,860,0,184,163,33,3.4,0.04,268,63,27,55.2,2.1,0.16,,,2
11562,W130200076100002,Karnataka,HASSAN,Hassan,Rameshwaranagar,76.1667,13.0333,2022,8.25,750,0,246,64,34,43.1,0.01,217,46,24,49.2,33.4,0.13,,,1
11563,W125700075470002,Karnataka,HASSAN,Manjarabad,Sakaleshpura,75.7833,12.95,2022,8.18,590,0,160,67,14,44.5,0,152,46,9,48.6,25.2,0.1,,,1
11564,W125200076020001,Karnataka,HASSAN,Hassan,Settihalli,76.0333,12.8667,2022,8.37,1240,9,246,167,84,42.1,0.04,212,51,21,87,155.4,0.98,,,0
11565,W125920076133001,Karnataka,HASSAN,Hassan,Shanthigrama,76.2175,12.9889,2022,8.21,1650,0,319,326,90,1.5,0.04,389,57,60,159,28.9,0.19,,,1
11566,W125641076035001,Karnataka,HASSAN,Hassan,Shenkaranahalli,76.0639,12.9447,2022,8.45,850,12,227,74,75,42.1,0.01,242,48,29,51.6,43.9,0.11,,,0
11567,W123634076060201,Karnataka,HASSAN,Arakalgad,Sheradanahally,76.1006,12.6094,2022,8.27,350,0,55,43,47,11.5,0.04,51,44,15,28.8,48,0.22,,,2
11568,W125120076291501,Karnataka,HASSAN,Channarayapatana,Shravan belgola,76.4836,12.8556,2022,7.72,130,0,49,14,1,0,0,35,10,2,10.4,4.2,0.05,,,1
11569,W131120075471502,Karnataka,HASSAN,Belur,Singapurpet,75.7836,13.1889,2022,8.15,390,0,135,32,5,18.5,0.08,96,32,4,32.4,10.9,0.09,,,0
11570,H132000078130001,Karnataka,HASSAN,Channarayapatana,Srinivasapura,76.3503,12.8472,2022,8.48,1220,36,368,92,44,43.7,0.04,379,34,70,102.4,9.2,0.47,,,2
11571,W125145075482002,Karnataka,HASSAN,Manjarabad,Sukvarsanthe,75.8006,12.8625,2022,7.64,350,0,74,39,24,31.1,0,76,24,4,21.7,31.3,0.04,,,0
11572,W124820076034001,Karnataka,HASSAN,Arakalgad,Vaddarahalli,76.0611,12.8056,2022,8.6,920,15,301,78,36,37.2,5.53,197,57,13,50.9,115.5,0.24,,,0
11573,W131750077480001,Karnataka,HASSAN,Arakalgad,Vijayapura,76.0011,12.7722,2022,9.28,1158,15,366,177.3,80,37.2,0,285,14,60.8,115,107,0.34,,,0
11574,W132932076204101,Karnataka,HASSAN,Arsikere,Yachgondanahally,76.3344,13.4922,2022,9.24,4890,102,1443,468,165,42.1,3.43,258,59,27,764,410,0.91,,,3
11575,W143600075163301,Karnataka,HAVERI,HIREKERUR,Gudde Mallapura,75.2758,14.6,2022,7.72,2280,0,268.4,482.1,196.8,24,0,840,208,77.8,130,4.4,0.35,,,0
11576,W143403075295902,Karnataka,HAVERI,RANIBENNUR,Halgeri,75.4847,14.5675,2022,8.33,1200,18,256.2,141.8,140,1.2,0,280,52,36.5,138,4.3,0.49,,,2
11577,W144600075080002,Karnataka,HAVERI,HANGAL,Hangal A,75.1333,14.7667,2022,7.85,480,0,61,35.5,90,51.9,0,140,36,12.2,42.5,1.7,0.14,,,0
11578,W144200075060002,Karnataka,HAVERI,HANGAL,Hanumakoppa,75.1,14.7,2022,8.2,970,0,195.2,127.6,120,14.3,0,245,22,46.2,110.4,1.9,0.11,,,6
11579,W142700075250002,Karnataka,HAVERI,HIREKERUR,Hirekerur (A),75.4167,14.45,2022,8.17,700,0,158.6,78,100,8.5,0,215,42,26.7,64.4,1.4,0.54,,,1
11580,W150025075083101,Karnataka,HAVERI,SHIGGAON,Hosur,75.1419,15.0069,2022,8.25,810,0,213.5,120.5,50,0,0,160,18,27.9,57,61,0.14,,,1
11581,W143800075131501,Karnataka,HAVERI,HANGAL,Hulgur,75.2169,14.6333,2022,7.72,1270,0,341.6,156,90,46.3,0,350,40,60.8,128.8,4.1,0.19,,,1
11582,W144343075094101,Karnataka,HAVERI,HANGAL,Kalkatti,75.1614,14.7286,2022,7.96,800,0,292.8,70.9,40,6.4,0,210,20,38.9,80.5,2.5,0.15,,,4
11583,W145745075083001,Karnataka,HAVERI,SHIGGAON,Kuppelur,75.1417,14.9625,2022,7.64,2010,0,366,283.6,105.6,232,0,560,56,102.1,184,9,0.76,,,2
11584,W143059075445001,Karnataka,HAVERI,RANIBENNUR,Makanur,75.7347,14.5164,2022,7.55,2660,0,512.4,312,400,43,0,830,120,128.8,211.6,10,0.72,,,0
11585,W143008075373201,Karnataka,HAVERI,RANIBENNUR,Mallanayakanahalli,75.6175,14.5022,2022,7.81,3000,0,780.8,411.2,260,0.2,0,760,64,145.8,280.6,56.8,0.89,,,36
11586,W142300075274502,Karnataka,HAVERI,HIREKERUR,Masur,75.4511,14.3833,2022,8.03,1140,0,329.4,124.1,90,18.5,0,345,18,72.9,96.6,1.2,0.9,,,1
11587,W144343075094001,Karnataka,HAVERI,HANGAL,Nitiginal Koppa,75.1611,14.7286,2022,7.78,900,0,280.6,92.2,45,55.8,0,250,32,41.3,92,4,0.15,,,0
11588,W143400075340002,Karnataka,HAVERI,RANIBENNUR,Ranibennur A,75.5667,14.5667,2022,7.61,1790,0,378.2,212.7,260,6.3,0,560,36,114.2,148,3.8,0.47,,,3
11589,W143423075185101,Karnataka,HAVERI,HIREKERUR,Satenahalli,75.3014,14.5731,2022,7.97,700,0,134.2,99.3,70,24.5,0,205,40,25.5,50.5,16,0.36,,,0
11590,W142500075363001,Karnataka,HAVERI,RANIBENNUR,Sunakalbidari,75.6008,14.4167,2022,7.9,740,0,274.5,24.8,105,5.5,0,240,28,41.3,37,46.5,1.2,,,2
11591,W142700075250001,Karnataka,HAVERI,HIREKERUR,Tilavalli,75.4167,14.45,2022,7.83,700,0,164.7,81.5,65,29.5,0,195,48,18.2,64.4,3,0.19,,,0
11592,W150100075140001,Karnataka,HAVERI,SHIGGAON,Tumminkatti,75.2333,15.0167,2022,7.73,1380,0,353.8,170.2,115.2,22,0,390,52,63.2,128.8,2.5,0.84,,,3
11593,W150500075173001,Karnataka,HAVERI,SHIGGAON,Vadarayanahalli,75.2842,15.0833,2022,7.67,2160,0,366,255.2,345.6,64,0,640,72,111.8,197.8,4.4,0.72,,,4
11594,W121950075512201,Karnataka,KODAGU,Somvarpet,Abhyath Mangale,75.8506,12.3306,2022,8.37,630,12,183,49.6,49,23.8,0,215,46,24.3,30.4,16.4,0.34,,,1
11595,W121430075520001,Karnataka,KODAGU,Virajpet,Ammatti,75.8667,12.2417,2022,8.44,3150,84,397,487,257,34.4,0.24,510,84,21.8,327.2,260.4,0.96,,,3
11596,W122109075343901,Karnataka,KODAGU,Madikeri,Ayyangeri,75.5675,12.3525,2022,7.41,50,0,12.2,7.1,4.8,2.9,0,20,6,1.2,2.9,0.3,0,,,0
11597,W121018075525202,Karnataka,KODAGU,Madikeri,Ballamavathu,75.8681,12.1717,2022,7.5,100,0,12.2,10.6,20,6.6,0,40,14,1.2,5.4,0.3,0.03,,,0
11598,W124722075551801,Karnataka,KODAGU,Somvarpet,Basavanare,75.9169,12.7894,2022,7.69,250,0,48.8,35.5,27,6.8,0,50,16,2.4,28.5,1.3,0.22,,,0
11599,W115615076401501,Karnataka,KODAGU,Virajpet,Begur,75.9336,12.1203,2022,8.77,100,3,6.1,10.6,27,1.1,0,40,12,2.4,7.1,1.7,0.12,,,0
11600,W123419075554301,Karnataka,KODAGU,Somvarpet,Beluru,75.9178,12.5719,2022,7.62,90,0,12.2,7.1,30,2.7,0,25,6,2.4,10.5,1.1,0.19,,,0
11601,W121002075503601,Karnataka,KODAGU,Virajpet,Bittangala,75.8342,12.1672,2022,7.99,190,0,54.9,10.6,28,16.4,0,90,26,6.1,5.3,4.4,0.21,,,0
11602,W122155075501001,Karnataka,KODAGU,Madikeri,Chattahalli,75.8336,12.3653,2022,8.12,300,0,91.5,17.7,27,18.3,0,120,22,15.8,7,3.2,0.24,,,0
11603,W122615075550502,Karnataka,KODAGU,Madikeri,Cheerambane,75.9181,12.4375,2022,7,120,0,18.3,14.2,4.8,28.1,0,40,6,6.1,6.1,5.6,0.3,,,0
11604,W121340075413001,Karnataka,KODAGU,Madikeri,Cheyyandane,75.6842,12.2278,2022,7.68,120,0,36.6,14.2,0,20.8,0,55,12,6.1,7.5,0.4,0.12,,,0
11605,W122658075382201,Karnataka,KODAGU,Madikeri,Devarakolli,75.6339,12.4494,2022,7.65,70,0,12.2,3.5,21,0.1,0,30,6,3.6,3.8,0.6,0.17,,,0
11606,W123310076531701,Karnataka,KODAGU,Somvarpet,Gopalapura,75.8847,12.7056,2022,7.95,994,0,364,79,40,6.1,0,260,68,21.8,76.1,3.8,1.6,,,0
11607,W122245075423001,Karnataka,KODAGU,Madikeri,Heravanadu,75.7008,12.3792,2022,7.08,40,0,12.2,3.5,4.8,0.9,0,15,4,1.2,1.8,0.2,0.03,,,0
11608,W121858075442301,Karnataka,KODAGU,Somvarpet,Hoodur,75.9342,12.2167,2022,7.6,80,0,12.2,7.1,4.8,31.4,0,40,6,6.1,2.9,1.5,0.07,,,0
11609,W122253075541401,Karnataka,KODAGU,Somvarpet,Hosapatna,75.9003,12.3814,2022,8.34,400,9,115.9,17.7,37,34.3,0,160,38,15.8,15.6,1.9,0.35,,,0
11610,W121317075525201,Karnataka,KODAGU,Virajpet,Hosuru Betekeri,75.8681,12.2214,2022,7.8,150,0,24.4,14.2,27,15.9,0,60,18,3.6,6.2,2.1,0.16,,,0
11611,W120500075564501,Karnataka,KODAGU,Virajpet,Hudikeri,75.9344,12.0833,2022,8.19,180,0,30.5,17.7,31,18.4,0,60,16,4.9,10.5,8.4,0.13,,,0
11612,W122102076172801,Karnataka,KODAGU,Somvarpet,Huduguru,75.8511,12.5142,2022,8.15,320,0,97.6,24.8,31,16.6,0,105,28,8.5,23.3,1.1,0.43,,,0
11613,W123210075504401,Karnataka,KODAGU,Somvarpet,Igoor,75.8344,12.5361,2022,8.25,550,0,158.6,56.7,54,15.6,0,210,48,21.9,29.9,2,0.32,,,0
11614,W121327075442801,Karnataka,KODAGU,Virajpet,Kadanga,75.7339,12.2242,2022,7.8,170,0,30.5,14.2,30,10.4,0,65,22,2.4,11.9,1.2,0.15,,,0
11615,W121230075454501,Karnataka,KODAGU,Virajpet,Kadanur,75.7511,12.2083,2022,7.53,150,0,30.5,17.7,29,0.3,0,50,18,1.2,11.6,6.2,0.15,,,0
11616,W115931076001601,Karnataka,KODAGU,Virajpet,Kaimane,76.0003,11.9919,2022,7.9,150,0,30.5,14.2,28,3.6,0,60,12,7.3,5.4,1.1,0.14,,,0
11617,W121517075383501,Karnataka,KODAGU,Madikeri,Kakkabe,75.6342,12.2547,2022,7.7,80,0,12.2,7.1,14.4,6.4,0,30,8,2.4,4.4,0.3,0.11,,,0
11618,W121521075453701,Karnataka,KODAGU,Virajpet,Kakotu parambu,75.7508,12.2558,2022,7.63,90,0,12.2,7.1,26,2.3,0,35,14,0,4.8,0.5,0.15,,,0
11619,W122508075421001,Karnataka,KODAGU,Madikeri,Katakeri,75.7003,12.4189,2022,8,150,0,48.8,10.6,22,0.3,0,70,18,6.1,5,1.1,0.19,,,0
11620,W122615075482501,Karnataka,KODAGU,Madikeri,Ketagal 7th main,75.8006,12.4375,2022,8.72,310,9,36.6,35.5,30,35.6,0,100,24,9.7,17.9,9.7,0.02,,,0
11621,W124800075530001,Karnataka,KODAGU,Somvarpet,Kodlipet,75.8833,12.8,2022,7.85,320,0,73.2,28.4,39,26.3,0,95,22,9.7,24.6,16,0.32,,,0
11622,W120904075532301,Karnataka,KODAGU,Virajpet,Kunda,75.8839,12.1511,2022,8.1,100,0,18.3,10.6,28,1.6,0,50,12,4.9,3.9,0.7,0.18,,,0
11623,W123015075563001,Karnataka,KODAGU,Somvarpet,Madalapura,75.9342,12.5042,2022,8.16,500,0,183,39,39,1.4,0,200,46,20.7,23.7,3.7,0.45,,,5
11624,W123045075451501,Karnataka,KODAGU,Madikeri,Mekari,75.7503,12.5125,2022,8.5,150,6,18.3,14.2,20,10.5,0,65,12,8.5,5.8,2.3,0.03,,,0
11625,W122225075535001,Karnataka,KODAGU,Somvarpet,Nanjarajpatna,75.9,12.375,2022,8.4,450,15,122,42.5,35,18.9,0,190,44,19.4,19.2,6.2,0.35,,,0
11626,W121815075413001,Karnataka,KODAGU,Madikeri,Napoklu,75.6842,12.3042,2022,7.65,150,0,30.5,17.7,28,7.2,0,65,14,7.3,8.2,0.8,0.06,,,0
11627,W121752075380401,Karnataka,KODAGU,Madikeri,Nelaje,75.6333,12.2978,2022,7.88,160,0,36.6,10.6,30,4.5,0,70,26,1.2,4.7,2.3,0.14,,,0
11628,W124654075564701,Karnataka,KODAGU,Madikeri,Nilwagilu,75.9344,12.7817,2022,7.75,450,0,91.5,60.3,35,24,0,130,28,14.6,34.9,3.6,0.54,,,0
11629,W121546075495301,Karnataka,KODAGU,Virajpet,Ontiangadi,75.8181,12.2628,2022,7.94,150,0,30.5,10.6,28,13,0,65,12,8.5,8,1.4,0.17,,,0
11630,W121015075554501,Karnataka,KODAGU,Virajpet,Ponnampet A,75.9178,12.1708,2022,7.78,120,0,12.2,14.2,26,18.6,0,45,10,4.9,9.9,4.4,0.16,,,0
11631,W124330075534501,Karnataka,KODAGU,Somvarpet,Shanivarasante,75.8844,12.725,2022,7.79,390,0,73.2,53.2,29,38.8,0,120,28,12.2,30.7,2.6,0.27,,,0
11632,W124528075540101,Karnataka,KODAGU,Somvarpet,Shivaralli,75.9003,12.7578,2022,8.2,370,0,140.3,24.8,25,1.5,0,170,44,14.6,7.7,5.3,0.38,,,0
11633,W122655075492501,Karnataka,KODAGU,Madikeri,Suntikoppa,75.8172,12.4486,2022,8.11,240,0,54.9,28.4,30,10.9,0,95,20,10.9,12.7,1.3,0.03,,,0
11634,W120203075582001,Karnataka,KODAGU,Virajpet,T.settigere,75.9672,12.0342,2022,7.74,100,0,18.3,10.6,26,8.3,0,45,10,4.9,5.3,3.1,0.13,,,0
11635,W122024075521601,Karnataka,KODAGU,Virajpet,Thayagathoor,75.8669,12.34,2022,8.31,740,12,207.4,60.3,47,45,0,300,94,15.8,30,11.5,0.34,,,0
11636,,Karnataka,Kolar,MULBAGAL,ANGONADANAHALLI,78.3508,13.07,2022,7.92,1590,0,256.2,269.8,150,84.3,0.12,490,64,79.9,132,0.8,1.72,,,2
11637,,Karnataka,Kolar,KOLAR,ANTARGANGA,78.1067,13.1408,2022,7.83,2430,0,366,466,249,38,0.43,780,147,99.8,206,0.8,0.37,,,1
11638,,Karnataka,Kolar,KOLAR,ARABI KOTTANURU,78.0425,13.1211,2022,9.04,190,6,12.2,10.6,0,62,0,50,12,4.9,18,1.5,0.86,,,1
11639,,Karnataka,Kolar,MULBAGAL,BAIRAKUR,78.4839,13.2369,2022,8.38,1370,30,195.2,248.2,8,56,0,380,76,46.2,106,39,1.18,,,11
11640,,Karnataka,Kolar,MULBAGAL,BEVAHALLI,78.3178,13.21,2022,8.68,400,12,91.5,39,5,55,0,165,12,32.8,9.5,2,0.86,,,7
11641,,Karnataka,Kolar,BANGARAPET,Bhimaganapalli,78.1669,12.8417,2022,8.22,1400,0,439.2,173.7,8,68,0,510,92,68,73,5,1.55,,,83
11642,,Karnataka,Kolar,BANGARAPET,BUDIKOTE,78.1297,12.9058,2022,8.32,1920,48,366,255.2,7,190,0,540,96,72.9,128,90,0.96,,,49
11643,,Karnataka,Kolar,MULBAGAL,GUDPALLI,78.4678,13.3133,2022,8.39,1410,30,268.4,198.5,12,145,0,440,80,58.3,105.8,3,1.04,,,75
11644,,Karnataka,Kolar,Mulbagal,KEILOLLI,78.2839,13.12,2022,8.61,950,18,305,113.4,5,36,0,225,50,24.3,103.5,2.5,1.32,,,16
11645,,Karnataka,Kolar,MULBAGAL,KENDATTI,78.1361,13.135,2022,8.65,260,6,30.5,10.6,2,93,0,100,22,10.9,7,11,0.59,,,1
11646,,Karnataka,Kolar,KOLAR,MALLASANDRA,78.3522,13.1783,2022,8.47,2450,24,122,102.8,60,1076,0,560,88,82.6,296,6,1.26,,,6
11647,,Karnataka,Kolar,KOLAR,MULBAGAL,78.3839,13.1611,2022,8.38,2050,30,378.2,283.6,14,330,0,410,88,46.2,177,196,0.52,,,12
11648,,Karnataka,Kolar,MULBAGAL,Sangasandra,78.4011,13.2236,2022,8.7,1490,60,390.4,205.6,6,13.4,0,440,82,57.1,121.9,22,1.78,,,746
11649,,Karnataka,Kolar,MULBAGAL,THORALAKKI,78.1514,12.9208,2022,8.34,1660,9,170.8,159.5,12,542,0,400,80,48.6,156,20,1.28,,,12
11650,,Karnataka,Kolar,BANGARAPET,VADAGERE,78.0964,13.0475,2022,8.12,460,0,141,43,41,14.1,0,126,28,13,28.4,27.4,0,,,7
11651,,Karnataka,KOPPAL,Gangawati,AKALKUMPI,76.4842,15.6167,2022,8.02,1865,0,500.2,170.4,171,81.9,0.41,380,70,49.6,168,120,0.96,,,2
11652,,Karnataka,KOPPAL,Yelburga,BANDI,76.0583,15.7333,2022,7.21,1390,0,307,216,60,86.3,0.07,465,67,72,102.3,4.8,1.3,,,4
11653,W152200076150001,Karnataka,KOPPAL,KOPPAL,Basapur2,75.3833,15.4667,2022,7.8,1460,0,528,124,77,24.8,0.07,232,24,41,227.4,2.9,2.6,,,253
11654,W152938076302601,Karnataka,KOPPAL,Gangawati,Herur,75.3847,13.3767,2022,7.39,200,0,61,18,20,2,0,81,16,10,4.7,4.6,0.03,,,6
11655,,Karnataka,KOPPAL,Koppal,HOSBANDIALAPUR,76.3669,15.375,2022,7.68,600,0,239,53,21,1.7,0.11,207,51,19,41.4,2.8,0.81,,,2
11656,W151845076190001,Karnataka,KOPPAL,Koppal,Hoshalli,76.3167,15.3125,2022,7.87,1050,0,276,131,84,13.5,0.07,242,65,19,118.2,4.3,2.1,,,2
11657,W152040076193001,Karnataka,KOPPAL,Koppal,Igalkere,76.3175,15.3444,2022,7.87,1470,0,510,167,70,3.3,0.98,354,67,45,162.4,6.5,1.7,,,5
11658,W152800076131501,Karnataka,KOPPAL,Koppal,Irkalgad,76.2169,15.4667,2022,7.2,1770,0,215,291,122,174.3,0.11,485,117,46,176.7,9.4,0.88,,,4
11659,W145725075431501,Karnataka,KOPPAL,YELBARGA,Itagi,75.9686,15.4436,2022,7.36,5110,0,626,819,364,294.6,0.02,859,145,119,425.4,564.2,0.32,,,5
11660,W153522076390901,Karnataka,KOPPAL,GANGAWATI,Jaratgi,76.6525,15.5894,2022,7.39,1220,0,387,117,110,5.5,0.2,263,40,39,113.6,65.3,1,,,3
11661,,Karnataka,KOPPAL,Kushtagi,K HOSUR,76.2833,15.8278,2022,7.69,3310,0,853,344,305,134.3,0.15,328,36,57,518.3,158.4,2.4,,,0
11662,,Karnataka,KOPPAL,Gangawati,KANAKAGIRI (A),76.4167,15.5667,2022,6.81,1380,0,565,135,17,2.1,0.56,293,53,39,168.4,20.1,3.1,,,3
11663,,Karnataka,KOPPAL,Kushtagi,KENGUNTI,76.2508,15.8111,2022,7.55,1270,0,332,170,90,24.5,0.07,394,75,50,98.1,5.8,1.2,,,2
11664,,Karnataka,KOPPAL,Kushtagi,Mudenoor,76.2833,15.8333,2022,7.28,2720,0,417,376,378,22.5,0.09,404,83,47,437.5,5.8,1.2,,,10
11665,W153230075553001,Karnataka,KOPPAL,YELBARGA,Rajora,75.925,15.5417,2022,7.28,2860,0,270,698,341,315.8,0.06,1369,351,118,210.6,72.6,0.3,,,18
11666,W153330076005101,Karnataka,KOPPAL,YELBARGA,Sanganhal,75.9878,15.5708,2022,7.38,4710,0,675,755,367,224.8,0.1,1101,180,157,334.5,412.4,0.86,,,14
11667,,Karnataka,KOPPAL,Gangawati,Siddapur,76.6333,15.5178,2022,7.11,2750,0,473,404,284,36.8,0.2,535,83,79,310.3,130.3,1.1,,,3
11668,W152239076010701,Karnataka,KOPPAL,YELBARGA,Talakal,76.0186,15.3775,2022,7.27,2870,0,264,528,339,39.9,0.07,934,158,130,222.6,13.1,0.9,,,12
11669,,Karnataka,KOPPAL,Kushtagi,TAWARGERE,76.4167,15.7667,2022,7.3,1320,0,356,113,135,78.4,0.2,313,57,41,142.4,4.1,1.5,,,3
11670,W122343077043801,Karnataka,MANDYA,MALVALLI,Anchedoddi,77.0772,12.3953,2022,7.74,2200,0,280.6,376.3,221,92.1,0.32,640,140,70.2,178,9.2,0.45,,,3
11671,W122822077071202,Karnataka,MANDYA,NAGAMANGALA,Anjabhuvanahalli,77.12,12.4728,2022,8.36,5110,84,134.2,1047,537,146.6,0.31,1150,268,116,461.9,310.4,0.29,,,9
11672,W123100076330002,Karnataka,MANDYA,PANDAVAPURA,Ankegowdanakoppalu,76.55,12.5167,2022,8.53,773,60,82,67,18,152.2,0.16,230,48,26.6,84.8,4.4,0.36,,,1
11673,W122500076480001,Karnataka,MANDYA,SHRIRANGAPATTANA,Arakere1,76.8,12.4167,2022,8.16,1674,0,489,177.5,116,109.1,0,340,84,31.5,187.4,52,1.1,,,3
11674,W121958077051501,Karnataka,MANDYA,MALVALLI,Bachenahalli,77.0875,12.3328,2022,8.36,1143,60,140.3,142,121,84.2,0,400,96,38.7,66.9,44.9,0.51,,,3
11675,W124455076381401,Karnataka,MANDYA,KRISHNARAJPET,Baligatta,76.6336,12.7486,2022,7.72,884,0,226,71,89,31.5,0,300,52,41.1,58.1,6.9,0.8,,,12
11676,W124300076470001,Karnataka,MANDYA,MANDYA,Basaralu,76.7833,12.7167,2022,7.93,870,0,266,71,49,105.4,0,360,40,62.9,32.8,1.5,1.2,,,5
11677,W123800076590001,Karnataka,MANDYA,MANDYA,Besegarahalli Cross,76.9833,12.6333,2022,7.86,1542,0,541,163.3,114,37,0,430,64,65.3,157.1,25.6,0.74,,,5
11678,W122803077020501,Karnataka,MANDYA,MADDUR,Bharati Nagar,77.0333,12.4675,2022,8.03,1158,0,445.3,99.4,71,67.3,0,230,56,21.8,141.5,46.7,0.67,,,4
11679,W125241076381001,Karnataka,MANDYA,NAGAMANGALA,Bindiganavale,76.6361,12.8781,2022,7.86,1613,0,490,220.1,113,27.1,0,420,52,70.2,159,48.1,1.1,,,44
11680,W123720077011301,Karnataka,MANDYA,MADDUR,Chapura Doddi,77.0203,12.6222,2022,7.93,1240,0,433.1,134.9,62,78.8,0,300,68,31.5,147,5.2,0.46,,,20
11681,W123103077020201,Karnataka,MANDYA,MADDUR,Chikka Arasinkere,77.0339,12.5175,2022,8.01,1256,0,427,116,90,19.9,0,250,52,29,136.7,23.1,0.63,,,112
11682,W130116076441701,Karnataka,MANDYA,NAGAMANGALA,Chunchunahalli,76.7381,13.0211,2022,8.04,1498,0,430,170.4,127,72.2,0,460,60,75,156.3,20.3,1.36,,,30
11683,W122712076412901,Karnataka,MANDYA,PANDAVAPURA,Darasaguppe,76.6839,12.4533,2022,8.21,475,0,188,42.6,19,16.7,0,220,40,29,12.5,4,0.57,,,2
11684,W122951076414001,Karnataka,MANDYA,PANDAVAPURA,Devegowdana Koppalu,76.6844,12.4975,2022,9,2000,180,463.6,120.7,99,111,0,450,110,42.3,253,1,2.1,,,6
11685,W123310076531701,Karnataka,MANDYA,MANDYA,Gopalapura,76.8836,12.5528,2022,7.95,994,0,364,79,40,6.1,0,260,68,21.8,76.1,3.8,1.6,,,9
11686,W122925076404501,Karnataka,MANDYA,PANDAVAPURA,Haralahalli-A,76.6678,12.4903,2022,7.93,441,0,207.4,35.5,23,2.3,0,180,44,16.9,21.7,10.5,0.54,,,2
11687,W122745076374001,Karnataka,MANDYA,PANDAVAPURA,Haravoo,76.6178,12.4625,2022,7.73,823,0,256,92.3,71,8.5,0,220,48,24.2,59,33.2,1.1,,,3
11688,W122717077053501,Karnataka,MANDYA,MALVALLI,Honnanayakanathalli,77.0931,12.4547,2022,8.16,1357,0,481.9,127.8,102,39.9,0,480,52,84.7,85,19,0.48,,,2
11689,W123114077015701,Karnataka,MANDYA,MANDYA,Hunnada Doddi,77.0325,12.5206,2022,8.24,923,0,384.3,85.2,79,41.9,0,260,60,26.6,99.4,42.5,0.34,,,1
